firm,sector,avg_prod_loss,damaged,defaulted,setup,rep
0,3,0.47276965811388444,0,1,0,0
1,7,0.0,0,0,0,0
2,4,0.00010891314709459828,0,0,0,0
3,6,0.015917471771120874,0,0,0,0
4,6,0.0,0,0,0,0
5,6,0.12439795757639267,0,0,0,0
6,3,0.0,0,0,0,0
7,7,0.7021564211007402,0,1,0,0
8,0,0.007308168241013458,1,0,0,0
9,6,0.5956636908227669,0,1,0,0
10,7,0.9850993922988645,0,1,0,0
11,3,0.9675622437558548,0,1,0,0
12,5,0.0,0,0,0,0
13,7,0.9767493171059897,1,1,0,0
14,7,0.006930998546417515,1,0,0,0
15,4,0.09820090635760559,0,0,0,0
16,3,0.9860184256075248,0,1,0,0
17,5,0.9954848958199258,0,1,0,0
18,2,0.9686565078054028,0,1,0,0
19,4,0.9706199337431859,0,1,0,0
20,6,0.9954052003619825,0,1,0,0
21,3,0.5620439952064502,0,1,0,0
22,6,0.11726801089096137,0,0,0,0
23,5,0.0,0,0,0,0
24,0,0.990328342424321,1,1,0,0
25,7,0.9858305828381009,0,1,0,0
26,1,0.7098282370935833,0,1,0,0
27,7,0.9949009209811205,0,1,0,0
28,3,0.9951822550761623,0,1,0,0
29,0,0.963127378252067,0,1,0,0
30,6,0.0033170893692529117,0,0,0,0
31,5,0.6168596683523054,0,1,0,0
32,3,0.9819887344279269,0,1,0,0
33,0,0.9959587508667762,0,1,0,0
34,2,0.0,0,0,0,0
35,4,0.9961759286733857,0,1,0,0
36,0,0.9948220878472703,0,1,0,0
37,3,0.0,0,0,0,0
38,3,0.987030545138479,0,1,0,0
39,5,0.7009150223534447,0,1,0,0
40,1,0.7669596876454976,0,1,0,0
41,7,0.0,0,0,0,0
42,3,0.529282606039505,0,1,0,0
43,0,0.006368297170156486,1,0,0,0
44,6,0.0,0,0,0,0
45,7,0.7454111982329003,0,1,0,0
46,3,0.0,0,0,0,0
47,6,0.4934708870566354,0,1,0,0
48,4,0.6020994560443493,1,1,0,0
49,3,0.740807238840551,0,1,0,0
50,2,0.5107239025511641,0,1,0,0
51,6,0.0,0,0,0,0
52,1,0.007745992750754573,0,0,0,0
53,3,0.5862716963539361,0,1,0,0
54,6,0.4471694066584679,0,1,0,0
55,5,0.0,0,0,0,0
56,2,0.7798760004140972,0,1,0,0
57,4,0.6739206448161137,0,1,0,0
58,5,0.9709773408709886,0,1,0,0
59,4,0.6325233031923414,0,1,0,0
60,1,0.0,0,0,0,0
61,4,0.995906853348622,0,1,0,0
62,4,0.015604532955214025,0,0,0,0
63,6,0.9950119352928603,0,1,0,0
64,6,0.0,0,0,0,0
65,5,0.9624978744378828,0,1,0,0
66,0,0.9823150810591881,0,1,0,0
67,3,0.726960755223356,1,1,0,0
68,4,0.0,0,0,0,0
69,0,0.0,0,0,0,0
70,2,0.4597303765874453,1,1,0,0
71,3,0.6966945121764057,1,1,0,0
72,4,0.9721029930642425,0,1,0,0
73,7,0.9860964117870735,0,1,0,0
74,7,0.973579256755341,0,1,0,0
75,6,0.0,0,0,0,0
76,5,0.9959814936166944,0,1,0,0
77,6,0.45995030354272254,0,0,0,0
78,1,0.0,0,0,0,0
79,6,0.9959141268826431,0,1,0,0
80,2,0.8074465258314442,0,1,0,0
81,3,0.9870708398079928,0,1,0,0
82,3,0.5742126941034471,0,1,0,0
83,7,0.9840751266968287,0,1,0,0
84,7,0.5714226534016413,0,1,0,0
85,5,0.9953803675997704,0,1,0,0
86,4,0.9601153474778984,0,1,0,0
87,2,0.9950393065546677,0,1,0,0
88,3,0.6961824963060225,0,1,0,0
89,1,0.0,0,0,0,0
90,0,0.19076405840536864,0,0,0,0
91,7,0.9388127120559785,0,1,0,0
92,5,0.4529360236805857,0,1,0,0
93,6,0.0,0,0,0,0
94,6,0.996174403097267,0,1,0,0
95,6,0.0,0,0,0,0
96,3,0.9618041430441914,1,1,0,0
97,4,0.12492374829622974,0,0,0,0
98,0,0.9861519033860698,0,1,0,0
99,5,0.9813030872120942,0,1,0,0
0,3,0.012680000302494804,0,0,0,1
1,7,0.9854193543215126,0,1,0,1
2,4,0.9906807978459693,0,1,0,1
3,6,0.35135083165299325,1,1,0,1
4,6,0.40940880235068705,0,1,0,1
5,6,0.4952829701103699,0,1,0,1
6,3,0.985215401052832,0,1,0,1
7,7,0.38972143552350336,0,1,0,1
8,0,0.5055224152347448,0,1,0,1
9,6,0.003621354037824143,0,0,0,1
10,7,0.9377782655667916,0,1,0,1
11,3,0.0,0,0,0,1
12,5,0.5942385436870786,1,1,0,1
13,7,0.8427138424430561,0,1,0,1
14,7,0.0,0,0,0,1
15,4,0.6719674645190848,0,1,0,1
16,3,0.7856969685525947,0,1,0,1
17,5,0.008835831479638746,0,0,0,1
18,2,0.24617075843243202,0,1,0,1
19,4,0.006736825476866106,1,0,0,1
20,6,0.9898058673405613,0,1,0,1
21,3,0.9633467797624433,0,1,0,1
22,6,0.0,0,0,0,1
23,5,0.9842426907865457,0,1,0,1
24,0,0.41887034714620686,0,1,0,1
25,7,0.9961977963834492,0,1,0,1
26,1,0.9960975260634298,0,1,0,1
27,7,0.8670365253970722,0,1,0,1
28,3,0.0,0,0,0,1
29,0,0.9856857798754567,0,1,0,1
30,6,0.9165783366424736,0,1,0,1
31,5,0.0,0,0,0,1
32,3,0.06637043173920368,0,0,0,1
33,0,0.81523991900367,0,1,0,1
34,2,0.9956865091761726,0,1,0,1
35,4,0.0,0,0,0,1
36,0,0.9962261349609653,0,1,0,1
37,3,0.8110761916126783,0,1,0,1
38,3,0.9987619903738766,1,1,0,1
39,5,0.6397287028133107,0,1,0,1
40,1,0.0,0,0,0,1
41,7,0.0068423837435278275,1,0,0,1
42,3,0.25778700255071824,0,0,0,1
43,0,0.0,0,0,0,1
44,6,0.9172784542914124,0,1,0,1
45,7,0.9896581315307499,1,1,0,1
46,3,0.0,0,0,0,1
47,6,0.9405179785459702,0,1,0,1
48,4,0.9696262729720697,0,1,0,1
49,3,0.9962229512238873,0,1,0,1
50,2,0.0,0,0,0,1
51,6,0.0,0,0,0,1
52,1,0.9307952065508189,0,1,0,1
53,3,0.9823136515480442,0,1,0,1
54,6,0.5154645491326217,0,1,0,1
55,5,0.09189723999497773,0,0,0,1
56,2,0.16062681970816303,0,0,0,1
57,4,0.9821612951695551,0,1,0,1
58,5,0.0,0,0,0,1
59,4,0.0986448117508539,0,0,0,1
60,1,0.0018907382198243437,0,0,0,1
61,4,0.7344186753108647,0,1,0,1
62,4,0.057464515514616336,0,0,0,1
63,6,0.9841939972477352,1,1,0,1
64,6,0.006437606438855244,1,0,0,1
65,5,0.9680571011291245,0,1,0,1
66,0,0.986651231650861,0,1,0,1
67,3,0.9585661403959539,0,1,0,1
68,4,0.9569355387620155,0,1,0,1
69,0,0.0,0,0,0,1
70,2,0.9369220310176696,0,1,0,1
71,3,0.99519021698227,0,1,0,1
72,4,0.8645453246147565,0,1,0,1
73,7,0.0,0,0,0,1
74,7,0.737299664812347,0,1,0,1
75,6,0.0,0,0,0,1
76,5,0.7416684314695426,0,1,0,1
77,6,0.0,0,0,0,1
78,1,0.9952154380630805,0,1,0,1
79,6,0.9864807211848812,0,1,0,1
80,2,0.9883500233448368,0,1,0,1
81,3,0.9326716686883318,0,1,0,1
82,3,0.006731665279115796,1,0,0,1
83,7,0.9951427742131932,0,1,0,1
84,7,0.9841520784406165,0,1,0,1
85,5,0.0,0,0,0,1
86,4,0.32429945027633544,0,1,0,1
87,2,0.0,0,0,0,1
88,3,0.0,0,0,0,1
89,1,0.0,0,0,0,1
90,0,0.9904614947522214,0,1,0,1
91,7,0.9961280233413613,0,1,0,1
92,5,0.0,0,0,0,1
93,6,0.0,0,0,0,1
94,6,0.996455294998599,0,1,0,1
95,6,0.0,0,0,0,1
96,3,0.07709266272740806,0,1,0,1
97,4,0.9957428311936041,0,1,0,1
98,0,0.9115190219398599,0,1,0,1
99,5,0.9926662623678217,1,1,0,1
0,3,0.9941402401564687,0,1,0,2
1,7,0.008098369644548728,1,0,0,2
2,4,0.9758982114355927,0,1,0,2
3,6,0.9942608742150303,0,1,0,2
4,6,0.9959573189589979,0,1,0,2
5,6,0.08288589667832755,0,0,0,2
6,3,0.0,0,0,0,2
7,7,0.9942519497853335,0,1,0,2
8,0,0.0,0,0,0,2
9,6,0.9710401243064457,0,1,0,2
10,7,0.0,0,0,0,2
11,3,0.01045513590429757,0,0,0,2
12,5,0.9779596422060356,0,1,0,2
13,7,0.17612299463268233,0,0,0,2
14,7,0.0,0,0,0,2
15,4,0.9943130368105354,0,1,0,2
16,3,0.9952205152860568,0,1,0,2
17,5,0.0,0,0,0,2
18,2,0.9805024003605377,0,1,0,2
19,4,0.0007265652912097888,0,0,0,2
20,6,0.0,0,0,0,2
21,3,0.0,0,0,0,2
22,6,0.9976068426722743,1,1,0,2
23,5,0.9811000217260751,0,1,0,2
24,0,0.998407668418761,1,1,0,2
25,7,0.0,0,0,0,2
26,1,0.0,0,0,0,2
27,7,0.0072548821738293925,1,0,0,2
28,3,0.0,0,0,0,2
29,0,0.9440696285217008,0,1,0,2
30,6,0.9940505119850979,0,1,0,2
31,5,0.9939438861251123,0,1,0,2
32,3,0.06215861671028218,0,0,0,2
33,0,0.0,0,0,0,2
34,2,0.9752134972777714,0,1,0,2
35,4,0.0,0,0,0,2
36,0,0.983083658758618,0,1,0,2
37,3,4.255098045298561e-05,0,0,0,2
38,3,0.994158639563216,0,1,0,2
39,5,0.9977440577188261,1,1,0,2
40,1,0.055888548386967205,1,0,0,2
41,7,0.0,0,0,0,2
42,3,0.9944849167401174,0,1,0,2
43,0,0.08522779789341904,0,0,0,2
44,6,0.9946184929023989,0,1,0,2
45,7,0.9955060051038299,0,1,0,2
46,3,0.9883977114728356,1,1,0,2
47,6,0.0,0,0,0,2
48,4,0.09704149271019306,0,0,0,2
49,3,0.0,0,0,0,2
50,2,0.008578670946982548,0,0,0,2
51,6,0.9938193710675849,0,1,0,2
52,1,0.9773464527780483,0,1,0,2
53,3,0.0,0,0,0,2
54,6,0.9936319172770057,0,1,0,2
55,5,0.9947199868165703,0,1,0,2
56,2,0.0,0,0,0,2
57,4,0.9712136258087356,0,1,0,2
58,5,0.574647841084991,1,1,0,2
59,4,0.9801840257843429,0,1,0,2
60,1,0.982594685883229,0,1,0,2
61,4,0.0,0,0,0,2
62,4,0.9946271351957239,0,1,0,2
63,6,0.31881324810201594,0,1,0,2
64,6,0.11529736410802059,0,1,0,2
65,5,0.9946307514662565,0,1,0,2
66,0,0.0,0,0,0,2
67,3,0.08688182589972002,0,0,0,2
68,4,0.998780769299509,1,1,0,2
69,0,0.07255508395487661,0,0,0,2
70,2,0.0,0,0,0,2
71,3,0.9950758783788508,0,1,0,2
72,4,0.9840634040512835,0,1,0,2
73,7,0.0,0,0,0,2
74,7,0.9942574357316782,0,1,0,2
75,6,0.3122151582592655,0,0,0,2
76,5,0.008754450321044346,0,0,0,2
77,6,0.0,0,0,0,2
78,1,0.0,0,0,0,2
79,6,0.12992143054144503,0,0,0,2
80,2,0.9944778364077187,0,1,0,2
81,3,0.8918092382631045,0,1,0,2
82,3,0.9970904079777239,1,1,0,2
83,7,0.9942752452866357,0,1,0,2
84,7,0.0,0,0,0,2
85,5,0.0,0,0,0,2
86,4,0.0,0,0,0,2
87,2,0.0,0,0,0,2
88,3,0.9947998745616324,0,1,0,2
89,1,0.99427118000602,0,1,0,2
90,0,0.0,0,0,0,2
91,7,0.9937465532263137,0,1,0,2
92,5,0.9945452901045181,0,1,0,2
93,6,0.16747363227567683,0,0,0,2
94,6,0.0,0,0,0,2
95,6,0.0,0,0,0,2
96,3,0.0,0,0,0,2
97,4,0.13053349519314278,0,0,0,2
98,0,0.9946359674115619,0,1,0,2
99,5,0.0,0,0,0,2
0,3,0.33339869886847484,0,1,0,3
1,7,0.0,0,0,0,3
2,4,0.05788431203530628,0,1,0,3
3,6,0.10994890856893233,0,1,0,3
4,6,0.9397659171694928,0,1,0,3
5,6,0.9842946361066814,0,1,0,3
6,3,0.0,0,0,0,3
7,7,0.9447540641112211,0,1,0,3
8,0,0.0033746242634034615,0,0,0,3
9,6,0.006695713617861117,1,0,0,3
10,7,0.0,0,0,0,3
11,3,0.08388432318678526,0,0,0,3
12,5,0.9880542531140147,0,1,0,3
13,7,0.995958911683631,0,1,0,3
14,7,0.9989477973352234,1,1,0,3
15,4,0.9956493954558361,0,1,0,3
16,3,0.9953543695298545,0,1,0,3
17,5,0.1456673903062809,0,1,0,3
18,2,0.981844614829121,0,1,0,3
19,4,0.43520006061000027,0,1,0,3
20,6,0.0,0,0,0,3
21,3,0.17802979530644777,0,1,0,3
22,6,7.672802950571433e-06,0,0,0,3
23,5,0.9863771138670807,0,1,0,3
24,0,0.12269346439504783,0,0,0,3
25,7,0.9548469925037435,1,1,0,3
26,1,0.0,0,0,0,3
27,7,0.9953149316715398,0,1,0,3
28,3,0.0,0,0,0,3
29,0,0.9959126252238767,0,1,0,3
30,6,0.9969534275132733,0,1,0,3
31,5,0.0,0,0,0,3
32,3,0.0,0,0,0,3
33,0,0.9867596245608256,0,1,0,3
34,2,0.014041120344432927,0,0,0,3
35,4,0.9647540091808201,0,1,0,3
36,0,0.1814596743386735,0,1,0,3
37,3,0.9959443341766383,0,1,0,3
38,3,0.0,0,0,0,3
39,5,0.955515114762222,0,1,0,3
40,1,0.9957335372919848,0,1,0,3
41,7,0.5505281099053289,0,1,0,3
42,3,0.9954653544667339,0,1,0,3
43,0,0.006113872866698487,1,0,0,3
44,6,0.0,0,0,0,3
45,7,0.0010111806933532034,0,0,0,3
46,3,0.0,0,0,0,3
47,6,0.0,0,0,0,3
48,4,0.0,0,0,0,3
49,3,0.0,0,0,0,3
50,2,0.0,0,0,0,3
51,6,0.0,0,0,0,3
52,1,0.01631237058374513,0,0,0,3
53,3,0.0,0,0,0,3
54,6,0.56535309859708,0,1,0,3
55,5,0.9943360715889724,0,1,0,3
56,2,0.995605064764357,0,1,0,3
57,4,0.07362957291900109,0,0,0,3
58,5,0.7976296448726071,0,1,0,3
59,4,0.9851052610200257,0,1,0,3
60,1,0.0751165132923927,1,0,0,3
61,4,0.9961363897232367,0,1,0,3
62,4,0.2981058943424213,0,1,0,3
63,6,0.3630824037771896,0,1,0,3
64,6,0.0,0,0,0,3
65,5,0.0013437945407732052,0,0,0,3
66,0,0.9138237637713191,0,1,0,3
67,3,0.9675964502843104,0,1,0,3
68,4,0.0,0,0,0,3
69,0,0.0,0,0,0,3
70,2,0.9525833660802513,0,1,0,3
71,3,0.0,0,0,0,3
72,4,0.9686852542900855,0,1,0,3
73,7,0.0,0,0,0,3
74,7,0.9888154866029607,0,1,0,3
75,6,0.7901758326120363,0,1,0,3
76,5,0.9742060697502546,0,1,0,3
77,6,0.9862082785516142,0,1,0,3
78,1,0.1467849159055278,0,1,0,3
79,6,0.27388959269456215,0,1,0,3
80,2,0.06130212880712235,1,0,0,3
81,3,0.03209328260349512,0,0,0,3
82,3,0.0,0,0,0,3
83,7,0.843143690555213,1,1,0,3
84,7,0.0,0,0,0,3
85,5,0.9769666936082341,0,1,0,3
86,4,0.00856010273545144,0,0,0,3
87,2,0.9968471209076865,0,1,0,3
88,3,0.8279818470430035,0,1,0,3
89,1,0.0,0,0,0,3
90,0,0.9322954516358327,1,1,0,3
91,7,0.9833033622235297,0,1,0,3
92,5,0.02960342341859783,0,0,0,3
93,6,0.995184209516818,0,1,0,3
94,6,0.9537300612094125,0,1,0,3
95,6,0.9732158046285068,0,1,0,3
96,3,0.2929708272774085,1,1,0,3
97,4,0.9958329452976149,0,1,0,3
98,0,0.9624330434316422,0,1,0,3
99,5,0.007098150454850318,1,0,0,3
0,3,0.032978276505685654,0,0,0,4
1,7,0.7977915296406695,0,1,0,4
2,4,0.9983920106524646,1,1,0,4
3,6,0.9944429428998447,0,1,0,4
4,6,0.0,0,0,0,4
5,6,0.009264292715696754,0,0,0,4
6,3,0.022180175088953886,0,0,0,4
7,7,0.007336049574579131,1,0,0,4
8,0,0.0,0,0,0,4
9,6,0.9963206538703132,0,1,0,4
10,7,0.9928671632344487,0,1,0,4
11,3,0.20775708043569058,1,0,0,4
12,5,0.0489647506806965,0,0,0,4
13,7,0.0,0,0,0,4
14,7,0.8563726192552885,0,1,0,4
15,4,0.23390092088116315,0,0,0,4
16,3,0.993822428114156,0,1,0,4
17,5,0.006729483853244986,0,0,0,4
18,2,0.0,0,0,0,4
19,4,0.0,0,0,0,4
20,6,0.039086701783899086,0,0,0,4
21,3,0.0,0,0,0,4
22,6,0.9603451655430322,0,1,0,4
23,5,0.9950910068702525,0,1,0,4
24,0,8.971291404631491e-05,0,0,0,4
25,7,0.5024471842821107,0,0,0,4
26,1,0.0036989930109409554,0,0,0,4
27,7,0.995389477263185,0,1,0,4
28,3,0.26623541582438426,0,0,0,4
29,0,0.5664188381864975,0,1,0,4
30,6,0.0,0,0,0,4
31,5,0.0,0,0,0,4
32,3,0.08999532981520893,0,0,0,4
33,0,0.00713772989090198,1,0,0,4
34,2,0.9944333132356792,0,1,0,4
35,4,0.9944475511547011,0,1,0,4
36,0,0.4634895928020199,0,0,0,4
37,3,0.9974131163566671,1,1,0,4
38,3,0.0217641881209252,0,0,0,4
39,5,0.9727963196560996,1,1,0,4
40,1,0.0008787481964201129,0,0,0,4
41,7,0.030732580801739743,0,0,0,4
42,3,0.007809717101959338,1,0,0,4
43,0,0.7013432224616131,0,1,0,4
44,6,0.0,0,0,0,4
45,7,0.3467249910420191,0,1,0,4
46,3,0.0,0,0,0,4
47,6,0.02156658511597193,0,0,0,4
48,4,0.08137818261958099,0,0,0,4
49,3,0.0021723933131008967,0,0,0,4
50,2,0.8694520115834494,1,1,0,4
51,6,0.9938730682757174,0,1,0,4
52,1,0.8309886302400541,0,1,0,4
53,3,0.9944151611172259,0,1,0,4
54,6,0.0,0,0,0,4
55,5,0.050391546258919756,0,0,0,4
56,2,0.04528016900311257,0,0,0,4
57,4,0.5906428651866212,0,1,0,4
58,5,0.9974855800146671,1,1,0,4
59,4,0.000713098545225453,0,0,0,4
60,1,0.0,0,0,0,4
61,4,0.9949233224948553,0,1,0,4
62,4,0.0,0,0,0,4
63,6,0.3415190675259013,0,0,0,4
64,6,0.0,0,0,0,4
65,5,0.041613577970229285,0,0,0,4
66,0,0.046901766391358825,0,0,0,4
67,3,0.01814332775723359,0,0,0,4
68,4,0.0,0,0,0,4
69,0,0.8841494608236161,0,1,0,4
70,2,0.0017161308311750272,0,0,0,4
71,3,0.317815273376902,0,0,0,4
72,4,0.17874129179675213,0,0,0,4
73,7,0.0,0,0,0,4
74,7,0.0,0,0,0,4
75,6,0.9933315474233301,0,1,0,4
76,5,0.0,0,0,0,4
77,6,0.9949568741804594,0,1,0,4
78,1,0.0,0,0,0,4
79,6,0.007006946011563035,1,0,0,4
80,2,0.0,0,0,0,4
81,3,0.029193643947286584,0,0,0,4
82,3,0.9945550829730356,0,1,0,4
83,7,0.20800721116351564,0,0,0,4
84,7,0.7201600889827683,0,0,0,4
85,5,0.00491833779943727,0,0,0,4
86,4,0.7129372760573247,0,1,0,4
87,2,0.24279586835327793,0,0,0,4
88,3,0.0,0,0,0,4
89,1,0.021935477960753964,0,0,0,4
90,0,0.0,0,0,0,4
91,7,0.11312916792120721,0,0,0,4
92,5,0.0,0,0,0,4
93,6,0.20998857803670068,0,0,0,4
94,6,0.1304729961425753,0,0,0,4
95,6,0.0,0,0,0,4
96,3,0.9959765970095068,0,1,0,4
97,4,0.3737465424213236,0,1,0,4
98,0,0.0,0,0,0,4
99,5,0.0,0,0,0,4
0,3,0.9854890250272007,0,1,1,0
1,7,0.996040737021098,0,1,1,0
2,4,0.0,0,0,1,0
3,6,0.4220274462219064,0,1,1,0
4,6,0.0,0,0,1,0
5,6,0.13638361100136764,0,0,1,0
6,3,0.9362401045995267,0,1,1,0
7,7,0.05879990053870862,0,0,1,0
8,0,0.9385078913134475,0,1,1,0
9,6,0.9955494497282404,0,1,1,0
10,7,0.0072042044218867006,1,0,1,0
11,3,0.1669199155953798,0,0,1,0
12,5,0.0,0,0,1,0
13,7,0.6367791757262449,0,1,1,0
14,7,0.3641800031786361,0,1,1,0
15,4,0.007278347797460173,0,0,1,0
16,3,0.5151475197326691,0,1,1,0
17,5,0.8601379682587896,0,1,1,0
18,2,0.9946783697713416,0,1,1,0
19,4,0.16663324667011903,0,1,1,0
20,6,0.9947381430627734,0,1,1,0
21,3,0.2699742923685052,1,1,1,0
22,6,0.016961145879514982,0,0,1,0
23,5,0.0,0,0,1,0
24,0,0.0,0,0,1,0
25,7,0.9954122180851324,0,1,1,0
26,1,0.4491245240246854,0,1,1,0
27,7,0.8999226109653146,0,1,1,0
28,3,0.1843814728462144,1,0,1,0
29,0,0.9951152244310799,0,1,1,0
30,6,0.43263287052742266,0,1,1,0
31,5,0.28861214282804565,0,1,1,0
32,3,0.9804575450658651,0,1,1,0
33,0,0.0,0,0,1,0
34,2,0.9960255426787006,0,1,1,0
35,4,0.0010535206950954197,0,0,1,0
36,0,0.9762723822898022,0,1,1,0
37,3,0.0,0,0,1,0
38,3,0.9586288054213489,1,1,1,0
39,5,0.0914086343109463,0,0,1,0
40,1,0.7517209026896992,0,1,1,0
41,7,0.6248813234784403,0,1,1,0
42,3,0.511054741708777,0,1,1,0
43,0,0.9951691260695353,1,1,1,0
44,6,0.9956946877254202,0,1,1,0
45,7,0.995360458453705,0,1,1,0
46,3,0.33201220414956445,0,1,1,0
47,6,0.09437184147910473,0,0,1,0
48,4,0.04140582841716539,0,0,1,0
49,3,0.0,0,0,1,0
50,2,0.9946936973407952,0,1,1,0
51,6,0.07445883836096767,0,0,1,0
52,1,0.9788189285187682,0,1,1,0
53,3,0.9858145405552317,0,1,1,0
54,6,0.05080003056278507,0,0,1,0
55,5,0.9456866720304912,0,1,1,0
56,2,0.9957043011787714,0,1,1,0
57,4,0.32085827010054446,0,1,1,0
58,5,0.9962063427230144,0,1,1,0
59,4,0.9945596438786724,0,1,1,0
60,1,0.2667101620905276,0,1,1,0
61,4,0.995364800634066,0,1,1,0
62,4,0.006356492398917813,1,0,1,0
63,6,0.0,0,0,1,0
64,6,0.0,0,0,1,0
65,5,0.0,0,0,1,0
66,0,0.0,0,0,1,0
67,3,0.9417800819691596,0,1,1,0
68,4,0.0,0,0,1,0
69,0,0.46460360814632473,0,1,1,0
70,2,0.008808379229482842,1,0,1,0
71,3,0.9960317950298807,0,1,1,0
72,4,0.7734971842389105,1,1,1,0
73,7,0.9960255426787006,0,1,1,0
74,7,0.6091084022135581,1,1,1,0
75,6,0.015380162771871191,0,0,1,0
76,5,0.11954000560449317,0,0,1,0
77,6,0.9985793134464401,1,1,1,0
78,1,0.7972846842412866,0,1,1,0
79,6,0.7470257534603428,0,1,1,0
80,2,0.0,0,0,1,0
81,3,0.9483128536180135,0,1,1,0
82,3,0.19788798982698616,0,1,1,0
83,7,0.9459978070194948,0,1,1,0
84,7,0.9877156590381898,0,1,1,0
85,5,0.3570599455649497,0,1,1,0
86,4,0.0,0,0,1,0
87,2,0.9371624583245051,0,1,1,0
88,3,0.3745960381980999,0,1,1,0
89,1,0.9777894080703681,0,1,1,0
90,0,0.9951019037733226,0,1,1,0
91,7,0.9948373189905803,0,1,1,0
92,5,0.0,0,0,1,0
93,6,0.9307614914586204,0,1,1,0
94,6,0.0,0,0,1,0
95,6,0.9954323075710915,0,1,1,0
96,3,0.032395162159498836,0,0,1,0
97,4,0.6286103094360461,0,1,1,0
98,0,0.9946943860998376,0,1,1,0
99,5,0.9607006713774419,0,1,1,0
0,3,0.7921516599217062,0,0,1,1
1,7,0.9986269781896772,1,1,1,1
2,4,0.9744053181018539,0,1,1,1
3,6,0.0,0,0,1,1
4,6,0.0057576432674161645,0,0,1,1
5,6,0.0,0,0,1,1
6,3,0.9930655086333506,0,1,1,1
7,7,0.0,0,0,1,1
8,0,0.0,0,0,1,1
9,6,0.11824982688137253,0,0,1,1
10,7,0.9986933657936862,1,1,1,1
11,3,0.0,0,0,1,1
12,5,0.0,0,0,1,1
13,7,0.0,0,0,1,1
14,7,0.8966114542859579,1,1,1,1
15,4,0.9944819983946794,0,1,1,1
16,3,0.00036875929504738444,0,0,1,1
17,5,0.9893862748086085,0,1,1,1
18,2,0.07070432964721907,0,0,1,1
19,4,0.9954761188604384,0,1,1,1
20,6,0.9990875912408759,1,1,1,1
21,3,0.0,0,0,1,1
22,6,0.0,0,0,1,1
23,5,0.965897448100134,0,1,1,1
24,0,0.0,0,0,1,1
25,7,0.0,0,0,1,1
26,1,0.0,0,0,1,1
27,7,0.9957111438678218,0,1,1,1
28,3,0.0,0,0,1,1
29,0,0.9944584873290071,0,1,1,1
30,6,0.9946172091091997,0,1,1,1
31,5,0.0,0,0,1,1
32,3,0.016580151566802315,0,0,1,1
33,0,0.06853515741205204,0,0,1,1
34,2,0.9954239992520227,0,1,1,1
35,4,0.0,0,0,1,1
36,0,0.0,0,0,1,1
37,3,0.0,0,0,1,1
38,3,0.0,0,0,1,1
39,5,0.007406530177865372,1,0,1,1
40,1,0.9697097880803522,0,1,1,1
41,7,0.0,0,0,1,1
42,3,0.6362136876340521,0,0,1,1
43,0,0.0,0,0,1,1
44,6,0.0,0,0,1,1
45,7,0.9643410296900539,0,1,1,1
46,3,0.8639303746988445,0,1,1,1
47,6,0.939141824515691,0,1,1,1
48,4,0.9959109099772041,0,1,1,1
49,3,0.0,0,0,1,1
50,2,0.012842613593498444,0,0,1,1
51,6,0.0,0,0,1,1
52,1,0.0,0,0,1,1
53,3,0.07273159236873367,0,0,1,1
54,6,0.0,0,0,1,1
55,5,0.9762534972691711,0,1,1,1
56,2,0.00017205635076026938,0,0,1,1
57,4,0.0,0,0,1,1
58,5,0.9959890451405601,0,1,1,1
59,4,0.006927616904107428,1,0,1,1
60,1,0.0,0,0,1,1
61,4,0.9786491332214156,0,1,1,1
62,4,0.0073507519181565915,1,0,1,1
63,6,0.0,0,0,1,1
64,6,0.9839725249882076,0,1,1,1
65,5,0.9950898531365481,0,1,1,1
66,0,0.00036588067152509954,0,0,1,1
67,3,0.18396188245891776,0,0,1,1
68,4,0.995900831028888,0,1,1,1
69,0,0.0,0,0,1,1
70,2,0.9868089350992322,0,1,1,1
71,3,0.0,0,0,1,1
72,4,0.0,0,0,1,1
73,7,0.9952726299114946,0,1,1,1
74,7,0.025364800387178362,0,0,1,1
75,6,0.0,0,0,1,1
76,5,0.0,0,0,1,1
77,6,0.9946982616646737,0,1,1,1
78,1,0.0,0,0,1,1
79,6,0.9982791628922804,1,1,1,1
80,2,0.0,0,0,1,1
81,3,0.0,0,0,1,1
82,3,0.0,0,0,1,1
83,7,0.0,0,0,1,1
84,7,0.0,0,0,1,1
85,5,0.9830771793569815,0,1,1,1
86,4,0.0067740597371673894,1,0,1,1
87,2,0.9958753513535674,0,1,1,1
88,3,0.020069005731805103,0,0,1,1
89,1,0.9945647876543167,0,1,1,1
90,0,0.11156213409620884,1,0,1,1
91,7,0.031383684607741234,0,0,1,1
92,5,0.9522129790034461,0,1,1,1
93,6,0.9763817347034683,0,1,1,1
94,6,0.0,0,0,1,1
95,6,0.9950382300748046,0,1,1,1
96,3,0.0,0,0,1,1
97,4,0.9660688866084048,0,1,1,1
98,0,0.001073792504212398,0,0,1,1
99,5,0.0,0,0,1,1
0,3,0.03990983120935225,0,0,1,2
1,7,0.9987507337104894,1,1,1,2
2,4,0.9448478542897136,0,1,1,2
3,6,0.0,0,0,1,2
4,6,0.9878731405821838,0,1,1,2
5,6,0.9939547340403363,1,1,1,2
6,3,0.0,0,0,1,2
7,7,0.9227173667037669,0,1,1,2
8,0,0.0,0,0,1,2
9,6,0.5479555202234028,0,0,1,2
